,id_student,num_of_prev_attempts,studied_credits,module_presentation_length,avg_initial_score,first_eval_score,total_clicks_acum,total_active_days,Cluster,risk_class
180,342007,0,60,268,75.0,75.0,880.0,38.0,0,1
181,342514,0,60,268,71.0,68.0,1950.0,98.0,0,1
182,342972,0,60,268,59.5,62.0,838.0,72.0,0,1
183,343446,0,120,268,75.5,74.0,3644.0,173.0,0,1
184,344282,0,60,268,57.0,61.0,65.0,18.0,1,0
185,345068,0,180,268,72.5,70.0,547.0,51.0,3,1
186,345357,0,60,268,72.5,75.0,2219.0,134.0,0,1
187,346025,0,120,268,80.0,85.0,569.0,103.0,3,1
188,346843,0,120,268,0.0,0.0,164.0,8.0,2,0
189,350188,0,60,268,75.0,75.0,761.0,78.0,3,1
190,354858,0,120,268,0.0,0.0,198.0,7.0,2,0
191,357668,0,60,268,56.0,49.0,166.0,27.0,2,0
192,364177,0,60,268,64.5,64.0,821.0,63.0,0,0
193,365244,0,120,268,58.5,64.0,891.0,78.0,0,1
194,365642,0,60,268,65.5,68.0,2129.0,148.0,0,1
195,366483,0,60,268,79.0,88.0,1465.0,129.0,0,1
196,368194,0,120,268,51.5,54.0,437.0,32.0,3,1
197,368824,0,120,268,64.5,61.0,292.0,25.0,2,0
198,368963,0,180,268,58.5,58.0,677.0,52.0,3,1
199,376439,0,60,268,81.5,86.0,2342.0,154.0,0,1
200,376581,0,60,268,73.0,86.0,2333.0,124.0,0,1
201,380953,0,60,268,65.5,73.0,1062.0,97.0,0,1
202,383254,0,120,268,71.5,74.0,543.0,91.0,3,1
203,386924,0,120,268,62.0,59.0,164.0,31.0,2,1
204,386952,0,120,268,65.0,67.0,910.0,114.0,0,1
205,388722,0,60,268,59.5,65.0,671.0,57.0,3,1
206,388885,0,60,268,63.0,51.0,875.0,50.0,0,1
207,390890,0,90,268,77.5,75.0,639.0,50.0,3,0
208,390890,0,90,268,77.5,75.0,639.0,50.0,3,1
209,392756,0,120,268,39.0,53.0,363.0,44.0,3,0
210,392931,0,120,268,64.0,65.0,3003.0,177.0,0,1
211,393207,0,60,268,71.0,68.0,876.0,50.0,0,1
212,396872,0,180,268,62.5,63.0,996.0,70.0,0,1
213,398552,0,240,268,51.5,54.0,1183.0,87.0,0,0
214,401869,0,60,268,58.5,55.0,955.0,90.0,0,1
215,402470,0,60,268,77.0,80.0,1445.0,83.0,0,1
216,404804,0,120,268,48.5,52.0,509.0,26.0,3,1
217,405088,0,120,268,78.5,85.0,1388.0,87.0,0,1
218,405961,0,240,268,0.0,0.0,0.0,0.0,1,0
219,414117,0,120,268,76.5,81.0,807.0,105.0,3,1
220,415969,0,90,268,59.5,67.0,1359.0,49.0,0,0
221,415969,0,90,268,59.5,67.0,1359.0,49.0,0,0
222,420087,0,60,268,78.0,80.0,342.0,27.0,3,0
223,429958,0,60,268,57.5,59.0,411.0,25.0,3,1
224,441018,0,150,268,57.0,54.0,646.0,50.0,3,1
225,441888,0,120,268,69.0,74.0,739.0,43.0,3,1
226,442442,0,120,268,40.5,39.0,1009.0,49.0,0,0
227,444677,0,60,268,90.0,91.0,1241.0,140.0,0,1
228,470588,0,60,268,86.0,86.0,400.0,16.0,3,0
229,470588,0,60,268,86.0,86.0,400.0,16.0,3,0
230,489455,0,60,268,71.0,74.0,2832.0,131.0,0,1
231,494424,0,60,268,0.0,0.0,58.0,2.0,1,0
232,495284,0,120,268,66.0,73.0,901.0,78.0,0,1
233,498857,0,60,268,72.5,77.0,998.0,88.0,0,1
234,508818,0,120,268,75.5,73.0,1129.0,61.0,0,1
235,512460,0,120,268,68.5,59.0,521.0,58.0,3,1
236,544103,0,120,268,81.0,82.0,2328.0,112.0,0,1
237,550383,0,60,268,59.0,77.0,910.0,66.0,0,1
238,564450,0,120,268,58.5,64.0,224.0,32.0,2,0
239,568601,0,60,268,81.5,85.0,488.0,17.0,3,0
240,572652,0,120,268,72.0,71.0,780.0,42.0,3,1
241,580389,0,120,268,75.0,75.0,1271.0,50.0,0,1
242,581129,0,120,268,40.0,15.0,194.0,19.0,2,0
243,588775,0,120,268,83.0,85.0,7067.0,259.0,0,1
244,591774,0,60,268,81.5,88.0,605.0,36.0,3,1
245,603861,0,60,268,58.5,61.0,955.0,68.0,0,0
246,603861,0,60,268,58.5,61.0,955.0,68.0,0,0
247,606143,0,60,268,66.0,78.0,406.0,34.0,3,0
248,704156,0,120,268,67.5,67.0,3064.0,131.0,0,1
249,705379,0,120,268,82.0,81.0,5680.0,226.0,0,1
250,721259,0,120,268,0.0,0.0,1228.0,27.0,0,0
251,721259,0,120,268,0.0,0.0,1228.0,27.0,0,0
252,749412,0,60,268,72.0,83.0,4007.0,187.0,0,1
253,760729,0,60,268,80.0,80.0,7288.0,229.0,0,1
254,905042,0,60,268,68.5,64.0,3004.0,166.0,0,1
255,949618,0,60,268,63.0,63.0,1357.0,94.0,0,1
256,958987,0,60,268,78.0,78.0,1216.0,102.0,0,1
257,968578,0,60,268,69.5,62.0,870.0,66.0,0,1
258,969076,0,180,268,72.0,82.0,1980.0,135.0,0,0
259,971027,0,60,268,72.0,76.0,3098.0,158.0,0,1
260,978739,0,60,268,58.5,59.0,5988.0,176.0,0,1
261,1035023,0,60,268,69.0,73.0,1896.0,150.0,0,1
262,1105478,0,60,268,87.5,90.0,1695.0,125.0,0,1
263,1352868,0,60,268,65.5,66.0,641.0,36.0,3,0
264,1352868,0,60,268,65.5,66.0,641.0,36.0,3,1
265,1401935,0,60,268,35.0,45.0,240.0,24.0,2,0
266,1402638,0,60,268,72.5,77.0,910.0,75.0,0,1
267,1414443,0,120,268,59.0,58.0,1907.0,43.0,0,0
268,1456619,0,60,268,0.0,0.0,467.0,22.0,3,0
269,1456619,0,60,268,0.0,0.0,467.0,22.0,3,0
270,1465690,0,120,268,80.5,85.0,3460.0,165.0,0,1
271,1472925,0,60,268,57.5,61.0,939.0,47.0,0,0
272,1472925,0,60,268,57.5,61.0,939.0,47.0,0,1
273,1488959,0,60,268,65.5,67.0,3493.0,155.0,0,1
274,1518989,0,60,268,77.5,78.0,4202.0,133.0,0,1
275,1618738,0,60,268,83.5,84.0,723.0,19.0,3,1
276,1620151,0,60,268,77.5,85.0,998.0,44.0,0,0
277,1626710,0,60,268,83.5,82.0,6025.0,215.0,0,1
278,1640609,0,60,268,84.5,83.0,5061.0,227.0,0,1
279,1686521,0,60,268,68.0,68.0,643.0,29.0,3,0
280,1729319,0,60,268,79.0,80.0,2756.0,124.0,0,1
281,1746134,0,60,268,85.0,83.0,1759.0,75.0,0,1
282,1758449,0,75,268,61.0,65.0,2756.0,75.0,0,0
283,1763015,0,60,268,0.0,0.0,420.0,3.0,3,0
284,1765788,0,60,268,60.0,57.0,7057.0,224.0,0,1
285,1801229,0,60,268,77.5,79.0,1443.0,86.0,0,1
286,1801641,0,60,268,73.0,72.0,459.0,41.0,3,1
287,1847830,0,60,268,71.5,83.0,6518.0,238.0,0,1
288,1860318,0,300,268,64.5,57.0,5975.0,228.0,0,1
289,1889511,0,60,268,70.5,72.0,1754.0,99.0,0,1
290,1889577,0,60,268,70.5,72.0,931.0,63.0,0,1
291,1894188,0,60,268,71.5,76.0,4294.0,120.0,0,1
292,1938355,0,60,268,66.0,82.0,1992.0,147.0,0,1
293,1942396,0,120,268,50.0,50.0,470.0,47.0,3,1
294,1970390,0,60,268,84.0,78.0,11139.0,219.0,0,0
295,1970390,0,60,268,84.0,78.0,11139.0,219.0,0,1
296,1976139,0,120,268,75.5,75.0,1216.0,60.0,0,1
297,2011876,0,60,268,75.0,79.0,1401.0,81.0,0,1
298,2012966,0,60,268,75.5,75.0,519.0,39.0,3,1
299,2051699,0,60,268,66.5,62.0,1734.0,94.0,0,1
300,2062879,0,60,268,55.5,56.0,2386.0,145.0,0,0
301,2065691,0,330,268,35.0,30.0,1430.0,34.0,0,0
302,2073016,0,60,268,56.5,60.0,849.0,62.0,0,0
303,2073016,0,60,268,56.5,60.0,849.0,62.0,0,0
304,2080474,0,60,268,76.0,88.0,1146.0,78.0,0,1
305,2083877,0,120,268,68.0,72.0,685.0,65.0,3,1
306,2084066,0,60,268,62.5,65.0,1967.0,87.0,0,0
307,2104505,0,60,268,74.5,80.0,701.0,53.0,3,1
308,2122180,0,60,268,83.0,86.0,4712.0,170.0,0,1
309,2139353,0,120,268,63.5,65.0,1262.0,82.0,0,0
310,2139353,0,120,268,63.5,65.0,1262.0,82.0,0,1
311,2143752,0,60,268,53.0,50.0,1888.0,83.0,0,1
312,2146792,0,60,268,64.0,68.0,2385.0,188.0,0,1
313,2149225,0,60,268,0.0,0.0,319.0,8.0,3,0
314,2153153,0,60,268,64.0,61.0,3385.0,110.0,0,1
315,2155014,0,60,268,70.0,76.0,1454.0,56.0,0,1
316,2164705,0,120,268,70.0,70.0,231.0,11.0,2,0
317,2171627,0,60,268,69.0,71.0,1346.0,73.0,0,1
318,2182846,0,60,268,64.0,65.0,4214.0,164.0,0,1
319,2194100,0,60,268,62.5,64.0,1401.0,95.0,0,1
320,2197016,0,60,268,75.0,75.0,1455.0,72.0,0,1
321,2208424,0,60,268,65.0,73.0,1080.0,69.0,0,1
322,2229865,0,60,268,74.5,73.0,3236.0,168.0,0,1
323,2255601,0,120,268,54.5,71.0,2543.0,82.0,0,0
324,2268379,0,60,268,79.5,80.0,1685.0,118.0,0,1
325,2278464,0,60,268,55.0,60.0,307.0,33.0,3,1
326,2293923,0,150,268,65.5,72.0,303.0,24.0,2,1
327,2312620,0,60,268,31.0,11.0,1129.0,44.0,0,0
328,2318055,0,60,268,0.0,0.0,0.0,0.0,1,0
329,2318055,0,60,268,0.0,0.0,0.0,0.0,1,1
330,2324976,0,60,268,0.0,0.0,0.0,0.0,1,0
331,2329342,0,120,268,55.0,56.0,565.0,36.0,3,1
332,2339528,0,60,268,75.0,76.0,593.0,28.0,3,1
333,2342426,0,60,268,68.5,70.0,1814.0,107.0,0,0
334,2344901,0,60,268,56.0,67.0,445.0,30.0,3,0
335,2358056,0,60,268,58.0,56.0,1588.0,123.0,0,0
336,2358969,0,180,268,68.0,68.0,373.0,22.0,3,0
337,2358969,0,180,268,68.0,68.0,373.0,22.0,3,1
338,2364471,0,60,268,87.5,90.0,7182.0,257.0,0,1
339,2365101,0,300,268,0.0,0.0,0.0,0.0,1,0
340,2365101,0,300,268,0.0,0.0,0.0,0.0,1,0
341,2367155,0,120,268,74.0,63.0,2148.0,93.0,0,1
342,2369266,0,60,268,50.0,50.0,2146.0,70.0,0,1
343,2376496,0,120,268,68.0,64.0,749.0,83.0,3,1
344,2391984,0,60,268,74.5,75.0,818.0,44.0,3,0
345,2411661,0,120,268,56.0,55.0,574.0,23.0,3,0
346,2411778,0,120,268,80.0,77.0,1497.0,42.0,0,0
347,2412002,0,90,268,79.0,86.0,3344.0,202.0,0,1
348,2412967,0,60,268,78.5,80.0,2458.0,166.0,0,1
349,2429854,0,120,268,51.0,51.0,655.0,34.0,3,0
350,2429854,0,120,268,51.0,51.0,655.0,34.0,3,0
351,2437837,0,60,268,72.0,67.0,2684.0,101.0,0,1
352,2449878,0,60,268,63.0,66.0,622.0,39.0,3,1
353,2456480,0,120,268,37.0,40.0,183.0,21.0,2,0
354,2457256,0,180,268,60.0,60.0,1611.0,94.0,0,1
355,2458355,0,60,268,87.0,88.0,4187.0,229.0,0,1
356,2460080,0,60,268,85.5,85.0,3424.0,177.0,0,1
357,2461190,0,60,268,56.0,62.0,967.0,53.0,0,0
358,2469673,0,60,268,51.5,51.0,523.0,33.0,3,0
359,2470694,0,60,268,67.0,67.0,2176.0,110.0,0,0
360,2470694,0,60,268,67.0,67.0,2176.0,110.0,0,0
361,2479954,0,60,268,80.0,77.0,323.0,43.0,3,1
362,2481901,0,60,268,77.0,82.0,1949.0,97.0,0,1
363,2482700,0,120,268,56.5,63.0,1616.0,111.0,0,1
364,2486127,0,120,268,68.5,70.0,1690.0,99.0,0,1
365,2498700,0,240,268,75.0,74.0,2864.0,150.0,0,1
366,2516503,0,60,268,78.5,82.0,3070.0,198.0,0,1
367,2518069,0,60,268,74.5,74.0,1617.0,97.0,0,1
368,2521459,0,60,268,56.5,63.0,1078.0,75.0,0,1
369,2523736,0,120,268,61.0,58.0,470.0,76.0,3,1
370,2529279,0,60,268,75.5,71.0,1189.0,64.0,0,1
371,2532302,0,60,268,70.5,69.0,1216.0,62.0,0,1
372,2536991,0,60,268,72.0,72.0,1080.0,95.0,0,1
373,2542724,0,60,268,0.0,0.0,228.0,9.0,2,0
374,2550279,0,60,268,60.5,62.0,2809.0,166.0,0,1
375,2551220,0,60,268,65.5,77.0,1327.0,135.0,0,1
376,2552472,0,120,268,53.5,62.0,519.0,13.0,3,0
377,2555340,0,60,268,84.5,94.0,4441.0,171.0,0,1
378,2557283,0,60,268,73.5,75.0,7262.0,248.0,0,1
379,2559575,0,60,268,59.0,54.0,650.0,51.0,3,1
380,2562034,0,60,268,66.0,70.0,248.0,17.0,2,1
381,2566163,0,60,268,71.0,87.0,1591.0,83.0,0,1
382,2566592,0,60,268,71.5,86.0,1359.0,82.0,0,1
383,2569324,0,120,268,0.0,0.0,26.0,3.0,1,0
384,2569324,0,120,268,0.0,0.0,26.0,3.0,1,1
385,2574528,0,60,268,67.5,63.0,988.0,81.0,0,1
386,2574583,0,60,268,68.5,66.0,1890.0,129.0,0,1
387,2576122,0,60,268,64.0,64.0,250.0,14.0,2,0
388,2576122,0,60,268,64.0,64.0,250.0,14.0,2,0
389,2578995,0,60,268,79.5,75.0,1326.0,135.0,0,1
390,2586560,0,60,268,70.0,75.0,2905.0,121.0,0,1
391,2594139,0,60,268,80.0,87.0,1868.0,56.0,0,1
392,2598871,0,60,268,66.0,66.0,2049.0,123.0,0,1
393,2599352,0,120,268,77.5,80.0,1160.0,76.0,0,1
394,2600688,0,60,268,68.0,64.0,582.0,31.0,3,1
395,2606098,0,60,268,70.0,70.0,491.0,48.0,3,1
396,2613116,0,60,268,69.0,68.0,1181.0,60.0,0,1
397,2617002,0,60,268,60.0,67.0,1473.0,86.0,0,1
398,2620584,0,60,268,0.0,0.0,92.0,5.0,1,0
399,2639449,0,120,268,67.5,67.0,797.0,46.0,3,1
400,2639540,0,60,268,77.0,76.0,1964.0,132.0,0,1
401,2639641,0,120,268,62.5,66.0,2042.0,151.0,0,1
402,2641155,0,60,268,79.5,78.0,4109.0,216.0,0,1
403,2643002,0,60,268,56.5,49.0,2434.0,107.0,0,1
404,2645733,0,180,268,84.0,87.0,1596.0,125.0,0,1
405,2649826,0,60,268,78.5,75.0,5974.0,211.0,0,1
406,2650282,0,60,268,83.5,83.0,641.0,56.0,3,1
407,2664024,0,60,268,53.0,48.0,808.0,72.0,0,1
408,2666246,0,60,268,76.0,76.0,612.0,46.0,3,1
409,2669816,0,60,268,67.5,67.0,280.0,30.0,2,0
410,2671132,0,60,268,64.0,59.0,3720.0,121.0,0,1
411,2676809,0,150,268,41.0,46.0,309.0,26.0,2,0
412,2678643,0,60,268,81.5,83.0,2287.0,105.0,0,1
413,2685865,0,60,268,75.5,74.0,2815.0,202.0,0,1
414,2688067,0,60,268,66.0,70.0,289.0,12.0,2,1
415,2689958,0,60,268,82.0,86.0,3929.0,257.0,0,1
416,2691206,0,60,268,85.5,86.0,2297.0,193.0,0,1
417,2691244,0,180,268,58.5,57.0,472.0,76.0,3,1
418,2694424,0,120,268,81.5,89.0,4218.0,206.0,0,1
419,2698257,0,120,268,61.0,58.0,758.0,69.0,3,1
420,6516,0,60,269,54.0,60.0,2791.0,159.0,0,1
421,24734,0,60,269,39.5,41.0,499.0,56.0,3,1
422,26192,0,60,269,85.0,87.0,2223.0,118.0,0,1
423,28061,0,60,269,79.5,78.0,1590.0,148.0,0,1
424,31600,0,60,269,49.5,47.0,429.0,19.0,3,1
425,46844,0,60,269,59.5,56.0,340.0,46.0,3,1
426,52765,0,120,269,68.5,67.0,4938.0,190.0,0,1
427,55104,0,60,269,69.5,75.0,1480.0,75.0,0,1
428,58071,0,60,269,83.5,87.0,3648.0,149.0,0,1
429,58316,0,120,269,77.5,78.0,1295.0,102.0,0,1
430,62487,0,60,269,77.0,78.0,683.0,54.0,3,1
431,63165,0,60,269,48.5,50.0,912.0,87.0,0,1
432,65002,1,60,269,67.0,66.0,5.0,2.0,1,0
433,65002,1,60,269,67.0,66.0,5.0,2.0,1,0
